Products,Months,Total Sales ($)
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Dec-20,"201,074.65"
Caliva - Alien OG - Flower (Gram),Jan-20,"200,651.40"
Connected Cannabis Co. - Biscotti - Flower (Gram),May-21,"200,128.80"
THC Design - Crescendo - Flower (Gram),Sep-19,"198,517.88"
Caliva - Alien OG - Flower (Gram),Dec-19,"197,552.57"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Mar-21,"197,374.71"
Up North Humboldt - Durban Poison - Flower (Gram),Dec-20,"196,910.01"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Oct-19,"195,776.97"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Dec-18,"195,607.54"
Concentrate - Strain Blends - Live Resin,May-20,"195,517.68"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",May-19,"194,992.52"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Oct-19,"193,919.49"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Sep-20,"193,199.68"
Connected Cannabis Co. - Gushers - Flower (Gram),Jul-19,"193,067.55"
Connected Cannabis Co. - Biscotti - Flower (Gram),Jun-19,"192,943.52"
Pacific Stone - Private Reserve OG - Flower (Gram),Jul-21,"192,140.29"
Connected Cannabis Co. - Gushers - Flower (Gram),Jun-20,"192,056.64"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",May-19,"191,991.35"
Connected Cannabis Co. - Gelonade - Flower (Gram),Jul-21,"191,745.27"
Pacific Stone - Private Reserve OG - Flower (Gram),Sep-21,"190,404.72"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC",May-19,"188,690.73"
"Papa & Barkley - Releaf Tincture - CBD Rich - 30:1 - 30ml, 30mg THC, 870mg CBD",Aug-21,"188,396.86"
Connected Cannabis Co. - Gushers - Flower (Gram),Jun-19,"188,282.13"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Oct-18,"188,001.28"
Connected Cannabis Co. - Biscotti - Flower (Gram),Mar-19,"187,933.46"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Aug-21,"187,926.19"
Fun Uncle - Shotgun OG - Flower (Gram),Jun-20,"186,716.84"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Jan-21,"186,214.01"
Pacific Stone - Private Reserve OG - Flower (Gram),Jun-21,"185,105.40"
Concentrate - Strain Blends - Live Resin,Dec-19,"184,975.92"
"Kiva Confections - Terra Bites - Espresso, 20 Count, 100mg THC",Sep-21,"184,399.02"
"Heavy Hitters - Blue Dream - Distillate Cartridge, 1000mg",Sep-19,"184,371.11"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Mar-21,"184,253.92"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Dec-18,"184,199.39"
Pacific Stone - Private Reserve OG - Flower (Gram),May-21,"183,186.31"
Concentrate - Strain Blends - Live Resin,Dec-18,"183,166.21"
Concentrate - Strain Blends - Live Resin,Aug-19,"182,886.93"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",May-21,"182,526.17"
"Level - ProTab - Sativa, 10 Count, 250mg THC",Nov-18,"182,286.83"
Concentrate - Strain Blends - Oil Cartridge,Mar-19,"181,774.95"
"Level - ProTab - Indica, 10 Count, 250mg THC",Oct-18,"181,464.99"
Fun Uncle - Shotgun OG - Flower (Gram),Dec-19,"181,032.38"
Source Cannabis - Quest - Flower (Gram),Oct-18,"180,998.84"
Pacific Stone - 805 Glue - Flower (Gram),Sep-19,"178,288.76"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Jan-21,"177,685.23"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Nov-20,"177,185.66"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Dec-19,"176,586.80"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Jan-19,"175,904.52"
Stiiizy - Vape Pen,Aug-19,"175,280.90"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Apr-21,"174,868.38"
Fun Uncle - Shotgun OG - Flower (Gram),Mar-20,"173,525.31"
Concentrate - Strain Blends - Distillate Cartridge,Nov-19,"173,318.47"
Concentrate - Strain Blends - Oil Cartridge,Apr-19,"173,152.90"
Caliva - Alien OG - Flower (Gram),Oct-18,"172,868.66"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Dec-19,"172,769.12"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Feb-20,"172,279.33"
Concentrate - Strain Blends - Live Resin,Nov-18,"172,105.75"
Caliva - Alien OG - Flower (Gram),Sep-19,"171,954.71"
Concentrate - Strain Blends - Distillate Cartridge,Dec-19,"171,719.56"
Connected Cannabis Co. - Gushers - Flower (Gram),Jun-21,"170,745.98"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Jun-21,"170,003.57"
Concentrate - Strain Blends - Live Resin,Feb-20,"169,091.61"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Jan-20,"168,248.92"
Pacific Stone - Private Reserve OG - Flower (Gram),May-20,"168,041.16"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",May-19,"167,997.38"
Caliva - Alien OG - Flower (Gram),Dec-18,"167,928.63"
Concentrate - Strain Blends - Live Resin,Jan-20,"167,900.40"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Jul-21,"167,749.48"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Nov-19,"167,690.77"
Connected Cannabis Co. - Biscotti - Flower (Gram),Apr-19,"167,062.49"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Jan-19,"166,905.10"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Feb-21,"166,454.78"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Apr-21,"166,239.08"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Feb-21,"165,686.19"
Concentrate - Strain Blends - Live Resin,Nov-19,"165,423.12"
Fun Uncle - Shotgun OG - Flower (Gram),Jan-20,"163,356.61"
Connected Cannabis Co. - Biscotti - Flower (Gram),Jun-21,"161,440.45"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Jun-21,"159,000.93"
"Papa & Barkley - Releaf Balm - CBD Rich - 3:1 - 15ml, 45mg THC, 135mg CBD",Sep-21,"157,254.80"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC",Jun-19,"157,237.81"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",May-21,"154,891.97"
Pacific Stone - Private Reserve OG - Flower (Gram),Jun-19,"152,946.95"
Fun Uncle - Shotgun OG - Flower (Gram),Feb-20,"151,526.15"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Oct-19,"148,256.66"
Caliva - Alien OG - Flower (Gram),Feb-20,"148,236.36"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Aug-21,"145,440.05"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Jan-20,"145,385.35"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Jul-21,"145,264.29"
Connected Cannabis Co. - Biscotti - Flower (Gram),Nov-18,"145,043.98"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Aug-21,"143,487.96"
Source Cannabis - Quest - Flower (Gram),Dec-18,"143,103.71"
THC Design - Crescendo - Flower (Gram),Jan-20,"142,678.10"
Concentrate - Strain Blends - Distillate Cartridge,Nov-18,"141,800.88"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Nov-19,"141,736.88"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Feb-21,"140,988.07"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Nov-19,"140,920.21"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Aug-19,"138,648.74"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Nov-19,"138,373.08"
Connected Cannabis Co. - Biscotti - Flower (Gram),Jul-21,"137,038.71"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Aug-19,"136,946.80"
Concentrate - Strain Blends - Live Resin,Oct-18,"135,338.63"
Up North Humboldt - Durban Poison - Flower (Gram),Nov-18,"134,172.05"
Stiiizy - Vape Pen,Jun-19,"132,898.71"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Aug-19,"132,107.11"
Stiiizy - Vape Pen,Jul-19,"129,811.52"
Stiiizy - Vape Pen,Sep-19,"126,503.07"
Stiiizy - Vape Pen,Oct-19,"125,726.94"
"Kiva Confections - Camino Gummy - Midnight Blueberry, 20 Count, 100mg THC",Jan-20,"125,248.55"
Source Cannabis - Quest - Flower (Gram),Jan-19,"123,743.28"
"Care By Design  - 1:1 - CBD Drops - 15ml, 240mg THC, 240mg CBD",Sep-21,"122,129.95"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Dec-19,"121,614.11"
Connected Cannabis Co. - Gelonade - Flower (Gram),Jan-19,"121,393.07"
Concentrate - Strain Blends - Distillate Cartridge,Jun-19,"118,572.88"
"Kiva Confections - Camino Gummy - Wild Cherry, 20 Count, 100mg THC",Jan-20,"117,391.40"
Connected Cannabis Co. - Gushers - Flower (Gram),Jul-20,"116,423.18"
Concentrate - Strain Blends - Distillate Cartridge,Apr-19,"116,248.19"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Sep-19,"114,102.76"
Connected Cannabis Co. - Gushers - Flower (Gram),Feb-19,"113,403.81"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Oct-19,"113,309.63"
Connected Cannabis Co. - Biscotti - Flower (Gram),Feb-19,"111,797.03"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Sep-19,"111,443.94"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Jul-19,"110,859.44"
Stiiizy - Vape Pen,May-19,"109,760.07"
Caliva - Alien OG - Flower (Gram),Jul-21,"108,299.81"
Connected Cannabis Co. - Gelonade - Flower (Gram),Mar-19,"108,241.31"
Concentrate - Strain Blends - Live Resin,Jun-19,"107,782.11"
THC Design - Crescendo - Flower (Gram),Aug-19,"107,164.93"
Fun Uncle - Shotgun OG - Flower (Gram),Oct-19,"107,148.28"
Fun Uncle - Shotgun OG - Flower (Gram),Aug-19,"106,850.20"
"Care By Design  - 18:1 - CBD Drops - 15ml, 15mg THC, 300mg CBD",Sep-21,"103,992.74"
Stiiizy - Vape Pen,Apr-19,"103,764.31"
"Wyld - Gummies - 1:1 - Hybrid - Pomegranate, 10 Count, 100mg THC, 100mg CBD",Jun-19,"103,470.28"
THC Design - Crescendo - Flower (Gram),Apr-19,"102,986.03"
Concentrate - Strain Blends - Distillate Cartridge,Jan-20,"102,677.33"
"Kiva Confections - Camino Gummy - Wild Berry, 20 Count, 100mg THC",Nov-18,"100,911.58"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Apr-19,"99,797.25"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Oct-19,"99,634.04"
Concentrate - Strain Blends - Distillate Cartridge,Jan-19,"99,220.49"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Sep-19,"94,581.28"
Caliva - Alien OG - Flower (Gram),Oct-19,"94,027.36"
Stiiizy - Vape Pen,Mar-19,"92,665.61"
Stiiizy - Vape Pen,Jan-19,"92,028.06"
"Kiva Confections - Camino Gummy - Sparkling Pear, 20 Count, 40mg THC, 120mg CBD",Dec-18,"91,455.19"
THC Design - Crescendo - Flower (Gram),Jun-19,"90,252.73"
Concentrate - Strain Blends - Live Resin,Feb-19,"86,352.96"
Stiiizy - Vape Pen,Feb-19,"85,126.75"
Pacific Stone - Private Reserve OG - Flower (Gram),Jan-19,"84,887.31"
Fun Uncle - Shotgun OG - Flower (Gram),Sep-19,"84,798.37"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Apr-19,"84,735.34"
Concentrate - Strain Blends - Live Resin,Mar-19,"83,511.36"
Connected Cannabis Co. - Gelonade - Flower (Gram),Feb-19,"82,357.49"
"Kiva Confections - Camino Gummy - Pineapple Habanero, 20 Count, 100mg THC",Nov-18,"81,681.62"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Jul-19,"81,525.00"
Concentrate - Strain Blends - Distillate Cartridge,May-19,"80,349.16"
Concentrate - Strain Blends - Live Resin,May-19,"79,978.33"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Feb-19,"79,090.88"
Concentrate - Strain Blends - Distillate Cartridge,Aug-19,"79,090.67"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Jul-19,"79,089.27"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Feb-19,"77,594.03"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Jun-19,"74,500.90"
Concentrate - Strain Blends - Live Resin,Jan-19,"74,244.15"
Concentrate - Strain Blends - Distillate Cartridge,Dec-18,"74,176.13"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC",Apr-19,"72,722.11"
Pacific Stone - Private Reserve OG - Flower (Gram),Mar-19,"70,121.95"
Connected Cannabis Co. - Gushers - Flower (Gram),Oct-18,"69,709.44"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Jun-19,"68,570.61"
Stiiizy - Vape Pen,Dec-18,"67,831.72"
Connected Cannabis Co. - Gushers - Flower (Gram),Dec-18,"66,731.51"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Jun-19,"66,551.59"
Concentrate - Strain Blends - Live Resin,Apr-19,"66,462.27"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC",May-19,"65,871.60"
Up North Humboldt - Durban Poison - Flower (Gram),Feb-19,"65,408.98"
Concentrate - Strain Blends - Distillate Cartridge,Oct-18,"64,425.78"
"Sublime Canna - Mini Fuzzies - Super Silver Haze - Sativa - Infused Pre-Rolled, 0.80g, 3 Pack",Mar-19,"62,080.58"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC",Apr-19,"61,983.49"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Apr-19,"61,846.74"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",Apr-19,"60,829.65"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",May-19,"56,331.34"
Connected Cannabis Co. - Biscotti - Flower (Gram),Jan-19,"52,886.82"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",May-19,"52,715.44"
Stiiizy - Vape Pen,Nov-18,"52,675.88"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Mar-19,"49,735.92"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Apr-19,"48,042.97"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC",Aug-19,"47,990.71"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",May-19,"47,097.30"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Mar-19,"46,406.93"
THC Design - Crescendo - Flower (Gram),May-19,"45,992.22"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Feb-19,"44,949.75"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Apr-19,"44,868.12"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Mar-19,"44,674.12"
"Kiva Confections - Camino Gummy - Watermelon Lemonade, 20 Count, 100mg THC",Jul-19,"43,510.57"
Pacific Stone - Private Reserve OG - Flower (Gram),Feb-19,"42,936.96"
Stiiizy - Vape Pen,Oct-18,"42,811.41"
Fun Uncle - Shotgun OG - Flower (Gram),Mar-19,"40,631.50"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Feb-19,"37,263.95"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Dec-18,"36,250.49"
"Sublime Canna - Mini Fuzzies - OG Kush - Indica - Infused Pre-Rolled, 0.80g, 3 Pack",Mar-19,"36,075.69"
THC Design - Crescendo - Flower (Gram),Mar-19,"35,590.98"
Pacific Stone - Private Reserve OG - Flower (Gram),May-19,"33,442.34"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Feb-19,"32,233.29"
Pacific Stone - Wedding Cake - Flower (Gram),Sep-19,"31,703.13"
Pacific Stone - Private Reserve OG - Flower (Gram),Apr-19,"30,688.66"
Connected Cannabis Co. - Gushers - Flower (Gram),Nov-18,"30,648.57"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Jan-19,"29,768.78"
THC Design - Crescendo - Flower (Gram),Jul-19,"27,678.31"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Jan-19,"26,700.65"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Jan-19,"25,393.43"
Concentrate - Strain Blends - Distillate Cartridge,Mar-19,"20,141.59"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Oct-18,"18,390.49"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Dec-18,"17,678.49"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Oct-18,"17,584.44"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Oct-18,"17,326.92"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Nov-18,"16,578.37"
"Stiiizy - Blue Dream - Distillate Cartridge, Blueberry, 1000mg",Nov-18,"16,312.65"
"Stiiizy - Skywalker OG - Distillate Cartridge, 1000mg",Nov-18,"15,815.89"
"Stiiizy - Pineapple Express - Distillate Cartridge, 1000mg",Dec-18,"14,142.35"
Pacific Stone - Wedding Cake - Flower (Gram),Nov-19,"11,679.10"
Pacific Stone - Private Reserve OG - Flower (Gram),Dec-18,"10,997.66"
"Wyld - Gummies - Sativa - Raspberry, 10 Count, 100mg THC",Mar-19,"6,269.73"
"Wyld - Gummies - Hybrid - Huckleberry, 10 Count, 100mg THC",Mar-19,"4,763.49"
"Wyld - Gummies - Indica - Marionberry, 10 Count, 100mg THC",Mar-19,"3,276.61"
